total_bill,tip,dessert,day,time,size
17.343353386329884,3.116044641050224,No,Sun,Dinner,4
16.278208289853374,2.7616627451294002,No,Sun,Dinner,2
22.49235069102373,3.211378564828035,No,Sun,Dinner,2
10.550164200715315,1.8327157467359174,No,Sun,Dinner,3
17.714247099801252,3.76863965718205,No,Sun,Dinner,3
17.91684866808287,3.8347171977758436,No,Sun,Dinner,3
19.96769658992686,3.496366005869452,No,Sat,Dinner,3
16.336687568886404,3.764093103837252,No,Sat,Dinner,2
20.061563918575807,2.5340953098618524,No,Sat,Dinner,2
15.747844385112177,2.2089139325502742,No,Sat,Dinner,2
36.45395048407077,5.78757522471661,No,Sat,Dinner,4
19.5243969589132,3.471472170858405,No,Sat,Dinner,2
19.56571295006239,2.464922345306591,No,Sat,Dinner,4
12.694413140831688,2.1586900203930828,No,Sat,Dinner,2
13.521429196463869,1.9512101691868422,No,Sat,Dinner,2
23.48831453745997,4.008857181563249,No,Sat,Dinner,2
21.25544636567236,2.579351450878604,No,Sat,Dinner,2
10.030005110009446,1.5245464652889693,No,Sat,Dinner,2
19.972444857248686,2.272575472558999,No,Sat,Dinner,4
15.642928576958157,3.1563080666061736,No,Sat,Dinner,2
18.819440844438187,2.4428078622460156,No,Sat,Dinner,4
18.889136630262648,3.5665482474532757,No,Sat,Dinner,2
26.087470103991514,3.334244365191148,No,Sat,Dinner,3
16.515881834088976,1.9936921719428227,No,Sat,Dinner,3
16.075384930917973,3.1550743400323773,No,Sat,Dinner,3
17.4180109479809,2.462228775261047,No,Sat,Dinner,3
33.47600052074621,3.8881775971379953,No,Sat,Dinner,3
14.949610221222052,2.2786900407526667,No,Sat,Dinner,3
19.069429348683435,2.7570465597733613,No,Sun,Dinner,2
15.10963249184822,2.775281000550794,No,Sun,Dinner,2
9.514633661571775,1.4517328794114077,No,Sun,Dinner,2
31.14752123895211,4.1407469580921905,No,Sun,Dinner,4
16.576892998611857,3.147279839626286,No,Sun,Dinner,2
24.108343016507614,4.435039183962363,No,Sun,Dinner,2
33.93466593379767,4.12783704677644,No,Sun,Dinner,4
27.77334540632631,1.7120732986052758,No,Sun,Dinner,3
17.433478470406136,3.288314244153135,No,Sun,Dinner,2
12.069617811597965,2.59791891214379,No,Sun,Dinner,2
9.73730429896817,2.5402375500616037,No,Sun,Dinner,2
37.7444439834823,4.099468741307838,No,Sun,Dinner,4
10.198093642014058,1.4126953328491314,No,Sun,Dinner,2
27.53617485815142,3.460505820257197,No,Sun,Dinner,4
20.214087069102575,2.8411773107182405,No,Sun,Dinner,2
40.194210318339984,1.998254543041098,Yes,Sat,Dinner,4
25.358461088456657,1.1761547705475381,No,Sat,Dinner,2
11.555076529579528,1.7552365285174705,Yes,Sat,Dinner,2
44.70023865833602,4.662298199749089,No,Sat,Dinner,4
21.955377909596773,2.643274044858176,Yes,Sat,Dinner,2
14.22873087701824,1.855543214012795,Yes,Sat,Dinner,2
11.22184258159949,2.0125362187097906,Yes,Sat,Dinner,2
18.89911163254248,3.8272781613981888,Yes,Sat,Dinner,4
19.030341150797277,2.4629137578072027,No,Sat,Dinner,3
18.449705369895256,3.005974113576901,No,Sat,Dinner,3
17.360903355087483,2.672120115260228,No,Sat,Dinner,2
2.9297957595828215,1.0620332963861059,Yes,Sat,Dinner,1
20.182770659989238,1.7445156831339999,No,Sat,Dinner,2
14.963676433549338,2.1508514937949688,Yes,Sat,Dinner,2
12.795648237564217,1.9211250279376195,No,Sat,Dinner,2
16.396502007940644,2.8504792132663392,No,Sat,Dinner,3
27.987169904004524,2.5007428152059514,Yes,Sat,Dinner,2
26.59872411213085,4.2355852696129945,Yes,Sat,Dinner,2
15.917458841216224,2.2801504771236623,No,Sat,Dinner,2
9.533156232003162,1.3039556552664828,No,Sat,Dinner,2
19.503564091722325,3.1829498688341986,Yes,Sat,Dinner,2
29.843864313310625,3.2826437853142987,No,Thur,Lunch,4
23.83390408364318,2.391676095454147,No,Thur,Lunch,2
16.074384543721504,2.924621379757845,No,Thur,Lunch,2
17.93734410851619,2.7239310642151726,Yes,Thur,Lunch,2
15.771222965703352,3.706244972209972,No,Thur,Lunch,2
9.27010818056054,1.856858814262834,No,Thur,Lunch,1
31.912630950382734,3.6812619943849194,Yes,Thur,Lunch,2
15.637913046465998,2.0817526454161706,No,Thur,Lunch,2
34.4992188569943,3.915550536919044,No,Thur,Lunch,4
13.879519946910465,1.8052565519171742,No,Thur,Lunch,2
19.38193681790463,3.7327360090221444,No,Thur,Lunch,2
26.944833031856827,5.120148224018235,No,Thur,Lunch,2
23.174076226854037,2.578498407036912,No,Thur,Lunch,2
27.379937672777423,2.6557300080824575,Yes,Fri,Dinner,2
22.432416852352357,3.185476886058179,No,Fri,Dinner,2
6.189495724503229,0.9807155773531784,Yes,Fri,Dinner,2
17.654461708330686,3.9924363928473077,Yes,Fri,Dinner,2
24.964684177002088,2.6009523603438858,No,Fri,Dinner,2
37.427004520730975,3.525658440593728,Yes,Fri,Dinner,4
25.225365583176508,3.1725408327366273,Yes,Fri,Dinner,2
12.295165664050387,1.4074310636685454,Yes,Fri,Dinner,2
21.08727447459076,2.6073517190350515,Yes,Fri,Dinner,2
13.407122047740488,1.5289565185981961,No,Fri,Dinner,2
12.187655445436354,2.5517968971084466,Yes,Fri,Dinner,2
16.639620780624703,3.172523872220992,Yes,Fri,Dinner,2
45.228658377722574,1.7757094477379847,Yes,Sat,Dinner,3
23.845264441096923,2.7800561743568037,Yes,Sat,Dinner,2
22.157159729291443,3.6765229215880786,No,Sat,Dinner,2
16.123732751715707,1.528825774673552,Yes,Sat,Dinner,2
18.450476773086073,4.084517048642068,Yes,Sat,Dinner,2
23.799875203379735,3.4583279614530658,Yes,Sat,Dinner,2
17.437504219017203,4.010145570506896,No,Sat,Dinner,2
15.641014728869983,3.9633104349727377,Yes,Sat,Dinner,2
13.959756391787632,2.933659486725064,No,Sat,Dinner,2
7.451420551986202,1.0577144201924884,No,Sat,Dinner,1
34.48940745505043,2.8523643632764903,No,Sun,Dinner,3
25.8666639493171,2.170010683765158,No,Sun,Dinner,2
25.152063039622323,3.222493605433114,No,Sun,Dinner,3
18.58773808747034,3.7846034852282884,No,Sun,Dinner,2
32.28178184152399,3.6506716977037397,No,Sun,Dinner,4
9.611631837489947,1.5944953826263688,No,Thur,Lunch,2
11.403831100416365,1.622516197779383,No,Thur,Lunch,2
23.291453407693187,2.4437824365040957,No,Thur,Lunch,4
10.782748325472689,2.2525901170637628,No,Thur,Lunch,2
12.423768618136053,1.7477633567112243,No,Thur,Lunch,2
15.138254122332057,2.6844723159157873,No,Thur,Lunch,2
15.52638085805766,1.864781775305649,No,Thur,Lunch,2
11.25726555610757,2.656999978641634,No,Thur,Lunch,2
32.07358791989023,3.227385456650956,No,Thur,Lunch,6
8.68229198883477,1.5082781748907137,No,Thur,Lunch,2
15.32074992021628,1.8886454373752488,No,Thur,Lunch,2
10.462413628969102,2.029734118453862,No,Thur,Lunch,2
21.088076687749233,1.7393690762950218,No,Thur,Lunch,3
20.081289268599445,1.1505509722652756,No,Thur,Lunch,2
19.81678920796889,2.8505462081906354,No,Thur,Lunch,2
10.79473150511169,1.5527701059552586,No,Thur,Lunch,2
13.37478855784643,1.9071111212403509,No,Thur,Lunch,2
20.04962149218619,2.6771649963179116,No,Thur,Lunch,2
8.57123925152297,1.2713582101168346,No,Thur,Lunch,2
10.022265890619094,2.0781176058384676,No,Thur,Lunch,2
15.281573564488715,1.9931259132070926,No,Thur,Lunch,2
16.454628683866602,2.1347557423543946,Yes,Thur,Lunch,2
12.965965460649736,2.7117524081057955,No,Thur,Lunch,2
19.12443849664212,3.394348310426458,No,Thur,Lunch,2
33.710458747021725,4.559372944149387,No,Thur,Lunch,6
43.133471689125756,3.681509967010793,No,Thur,Lunch,5
26.581014278553994,3.9700681704497196,No,Thur,Lunch,6
16.333016388182084,2.221278790324405,No,Thur,Lunch,2
8.700462349996887,1.642687585843681,No,Thur,Lunch,2
20.476149816017337,1.074813832665638,No,Thur,Lunch,3
11.08126353256236,1.532032117908126,No,Thur,Lunch,2
9.444099404828616,1.6031044741730347,No,Thur,Lunch,2
7.073086062899699,2.1103031637690437,No,Thur,Lunch,2
12.790453053163866,2.370540980586201,No,Sun,Dinner,2
12.640191414435842,1.9523498844126064,No,Sun,Dinner,2
17.45616658543449,2.826617500746205,No,Sun,Dinner,3
24.90698875384763,1.6368770427235781,No,Sun,Dinner,4
21.505465265733,1.7754818499499656,No,Sun,Dinner,4
27.18607915228893,4.527920180041159,No,Sun,Dinner,5
49.5551116518231,3.537914296310763,No,Sun,Dinner,6
24.82527741721091,3.1396835155890335,No,Sun,Dinner,4
13.944180358831984,2.552186847678988,No,Sun,Dinner,2
17.19304605775115,1.968217222288065,No,Sun,Dinner,4
21.523607976485117,3.1155789976210992,No,Sun,Dinner,4
12.159326539279789,2.565230858157762,No,Sun,Dinner,2
14.88291303607334,2.0453177624944754,No,Sun,Dinner,3
12.585697388323002,2.1262231661885966,No,Sun,Dinner,2
16.16908759428104,2.981969104485981,Yes,Sun,Dinner,2
26.907603560154065,3.0980097923436727,No,Sun,Dinner,3
19.324487662630496,2.277080547917441,No,Sun,Dinner,2
32.5492911052755,3.028379989226689,No,Sun,Dinner,4
10.997096094698216,1.6543133825220302,Yes,Sat,Dinner,2
10.257847463516987,2.0612960128476736,Yes,Sat,Dinner,2
50.773623657931985,7.74161604594522,Yes,Sat,Dinner,3
16.573422917680357,3.0858853962874666,Yes,Sat,Dinner,2
7.605981049503703,4.8566944381326715,Yes,Sun,Dinner,2
32.388394719360285,2.276387939983426,Yes,Sun,Dinner,2
15.681710774120443,3.974552445358974,Yes,Sun,Dinner,2
30.715156958003895,2.3155733188772847,Yes,Sun,Dinner,2
19.061442453210837,1.8052884595301912,Yes,Sun,Dinner,2
13.574312405054162,1.9262068378958213,Yes,Sun,Dinner,2
9.802085163728492,4.0073945780724785,Yes,Sun,Dinner,2
37.265707267826855,2.646610788219401,Yes,Sun,Dinner,2
33.82619409992335,2.613512282272805,Yes,Sun,Dinner,4
22.22095212564504,4.899413745839174,Yes,Sun,Dinner,2
46.37564315824356,2.5017426028906184,Yes,Sun,Dinner,3
25.342883367199768,5.366201892436068,Yes,Sun,Dinner,4
42.24838408260132,1.9507862729315664,Yes,Sun,Dinner,2
21.157957998255952,4.0392018421778975,No,Sun,Dinner,5
20.096106167918887,2.8609301430916103,Yes,Sun,Dinner,3
30.923798604266533,1.3247300203128045,Yes,Sun,Dinner,5
18.518969531472038,3.5468647015515296,Yes,Sun,Dinner,3
21.94181496522264,3.6995300322841445,Yes,Sun,Dinner,3
15.551980245153983,1.3698372113387076,Yes,Sun,Dinner,2
21.54190115499684,3.3303988865552134,Yes,Thur,Lunch,2
31.07914719434784,1.916444183063069,Yes,Thur,Lunch,2
16.57466906321183,2.1319632485533373,Yes,Thur,Lunch,2
16.068344556505185,3.7225620309125063,Yes,Thur,Lunch,2
7.283337735015328,1.5241057985773954,No,Thur,Lunch,2
11.269362674090814,1.8426483899641397,Yes,Thur,Lunch,2
43.07258776613632,3.820890507597246,Yes,Thur,Lunch,4
12.404806724857169,1.964916957679915,Yes,Thur,Lunch,2
13.519415426536542,2.0482556578519144,Yes,Thur,Lunch,2
18.586616019167195,4.021304394404959,Yes,Thur,Lunch,3
11.480945684342265,1.9174707070640615,Yes,Thur,Lunch,2
11.999460745541537,1.9464017679900667,Yes,Thur,Lunch,2
17.859300195127283,2.357419215815969,Yes,Thur,Lunch,2
20.191397685120293,3.1735884585716305,Yes,Thur,Lunch,4
15.1268933368397,3.3246586742586457,Yes,Thur,Lunch,3
28.797146255522684,3.079223325187301,Yes,Sat,Dinner,3
40.84666926823327,1.9889991126217967,Yes,Sat,Dinner,4
25.082934363382037,1.6175735053016957,Yes,Sat,Dinner,2
12.03142120041248,2.153799079455094,Yes,Sat,Dinner,2
29.46639804733752,1.771667096448332,Yes,Sat,Dinner,3
25.912926109505968,4.004411342238353,Yes,Sat,Dinner,4
49.477006318358775,5.914091801671362,No,Sat,Dinner,4
14.044467045939847,2.619044175764303,Yes,Sat,Dinner,2
28.116119962851478,5.295055733337732,Yes,Sat,Dinner,3
13.08088005222391,1.0724457214764311,Yes,Sat,Dinner,2
30.39504518810892,2.107972118751558,Yes,Sat,Dinner,5
11.68987964844147,1.3810571423149067,Yes,Sat,Dinner,2
7.12028988368705,1.5763192069341594,Yes,Sat,Dinner,2
30.984581454247543,2.439149410865056,Yes,Sat,Dinner,4
11.351516106514788,2.1684965011190966,Yes,Fri,Lunch,2
12.10263564072519,3.717434127140469,Yes,Fri,Lunch,2
8.293259478518696,1.746114883674101,Yes,Fri,Lunch,1
15.007585984791417,2.701565569687434,No,Fri,Lunch,3
12.867621958615324,1.628016594658706,Yes,Fri,Lunch,2
15.3653046432329,2.4240330525604814,Yes,Fri,Lunch,2
10.384472297867774,1.8452683285311564,Yes,Fri,Lunch,2
19.377391804625432,2.840853305894784,No,Sat,Dinner,4
13.219978926044663,2.906441555147426,No,Sat,Dinner,2
22.321669094448158,2.4788278121300316,Yes,Sat,Dinner,2
24.602307449676488,1.7018435547416884,Yes,Sat,Dinner,4
14.629518672240144,2.7394884542212408,Yes,Sat,Dinner,3
12.05380750086649,3.2479381893782517,No,Sat,Dinner,2
9.721179176347047,1.445736397266808,No,Sat,Dinner,2
15.455196716548508,3.006794828360902,Yes,Sat,Dinner,2
10.712498847952949,1.215074857170836,No,Sat,Dinner,2
12.402582120670166,1.0868094319495911,Yes,Sat,Dinner,2
32.40667389445835,0.8442555970653278,Yes,Sat,Dinner,2
37.36905614398995,3.079754236586886,No,Sat,Dinner,3
28.75257428591053,5.465803243757729,No,Sat,Dinner,3
25.719961087389592,1.7033234939919124,Yes,Sat,Dinner,2
23.064725232921177,1.7442736215632553,Yes,Sat,Dinner,2
18.014475466511314,1.906012788078553,No,Sat,Dinner,2
20.356993523488427,2.6106180885039625,No,Thur,Dinner,2
17.457783321643795,1.0872175828552086,No,Sun,Dinner,2
9.815831750346849,1.5696162939795772,No,Sun,Dinner,3
20.976403581756422,2.9479352079478565,No,Sun,Dinner,3
25.905121715764437,2.890813628477468,No,Sun,Dinner,2
24.871581578212115,2.9484355147973744,No,Sun,Dinner,4
26.938762376459387,4.3750000897836925,No,Sun,Dinner,4
9.510349373896103,1.8268065109207623,No,Sun,Dinner,2
26.09227381314106,2.7514746972786295,No,Sun,Dinner,4
14.584480293863201,2.030964167544923,No,Sun,Dinner,2
14.946659985479723,3.511777237849119,No,Sun,Dinner,2
10.931762629152868,1.6503683368654956,No,Sun,Dinner,2
34.92789595056314,3.2577291344500643,No,Sun,Dinner,4
14.042723226417632,1.7187698515729588,No,Sun,Dinner,2
17.84608287122513,2.8857856228390917,No,Sun,Dinner,4
15.456324365501803,3.294365087682087,No,Sun,Dinner,2
21.00703778798816,3.0288131977641726,No,Sun,Dinner,2
10.671582566760078,1.768728437384391,No,Sun,Dinner,3
15.528760423409459,3.9179881487927033,No,Sun,Dinner,3
16.464168686929646,3.591936976399111,No,Sun,Dinner,3
20.22341254510879,2.73440277135502,No,Sat,Dinner,3
19.19674072844667,4.295302683320452,No,Sat,Dinner,2
18.356965992639154,2.993367017695599,No,Sat,Dinner,2
16.335471688093115,2.1565200858485887,No,Sat,Dinner,2
36.114359683437186,5.245967691385111,No,Sat,Dinner,4
21.091606032875763,2.498346200342403,No,Sat,Dinner,2
18.905271091576953,2.5489604792648,No,Sat,Dinner,4
14.467242840083427,2.0932988751396406,No,Sat,Dinner,2
13.42638555760064,2.1571932753214416,No,Sat,Dinner,2
21.053588303141876,3.9472773975246294,No,Sat,Dinner,2
18.33708207226955,3.155839771826972,No,Sat,Dinner,2
10.02588273946224,1.338162420547156,No,Sat,Dinner,2
17.210403895278603,2.411843575307093,No,Sat,Dinner,4
14.196651413761602,3.2365563253620038,No,Sat,Dinner,2
19.57420166800746,2.4803965405536212,No,Sat,Dinner,4
18.689972411159783,3.5835123511597122,No,Sat,Dinner,2
26.35908317627152,3.0357138088409017,No,Sat,Dinner,3
17.45436822948258,2.046486618076092,No,Sat,Dinner,3
15.549659115552199,3.028889994922942,No,Sat,Dinner,3
20.04745841168939,1.8506133865191534,No,Sat,Dinner,3
31.01430341420299,3.292740912259129,No,Sat,Dinner,3
17.45611621856423,2.2139765959543993,No,Sat,Dinner,3
18.68323228990653,2.7468211058470793,No,Sun,Dinner,2
13.066302434593606,2.7946514087324115,No,Sun,Dinner,2
10.094468334474136,1.3826134553669558,No,Sun,Dinner,2
30.009485276751924,3.8997818493467107,No,Sun,Dinner,4
17.32305568334561,3.054403873155169,No,Sun,Dinner,2
23.376822944468458,3.9254380948546155,No,Sun,Dinner,2
30.54104708206359,4.570652955356307,No,Sun,Dinner,4
26.734460476046777,1.8702107495380877,No,Sun,Dinner,3
18.307680836351135,2.879695703385898,No,Sun,Dinner,2
13.78297125568041,2.371687180462958,No,Sun,Dinner,2
10.853711075782162,2.4033818780660523,No,Sun,Dinner,2
35.249572218904014,3.7358737152305936,No,Sun,Dinner,4
10.316769853631776,1.541678005261437,No,Sun,Dinner,2
25.669648225349043,3.8740629277961527,No,Sun,Dinner,4
18.95991594584498,3.503898435903253,No,Sun,Dinner,2
38.70517366421555,2.108602108406808,Yes,Sat,Dinner,4
25.26558386211447,1.306894358818132,No,Sat,Dinner,2
11.128226611105802,1.7165834815067542,Yes,Sat,Dinner,2
48.285411040063146,4.640502972793678,No,Sat,Dinner,4
21.028526392611287,2.7771730865299187,Yes,Sat,Dinner,2
13.461107991662619,1.839327237322561,Yes,Sat,Dinner,2
10.014773085626269,2.0921039813527047,Yes,Sat,Dinner,2
16.864056604048617,4.135675637192246,Yes,Sat,Dinner,4
16.86302941007318,2.761742306084486,No,Sat,Dinner,3
21.733981380378115,2.7421272932755554,No,Sat,Dinner,3
17.777592171617613,2.696869422332109,No,Sat,Dinner,2
3.2821549889179984,1.024310782270374,Yes,Sat,Dinner,1
19.48720604457302,1.829487641610036,No,Sat,Dinner,2
15.081642921334176,2.268666612113685,Yes,Sat,Dinner,2
10.938912201088398,1.9887070608439101,No,Sat,Dinner,2
16.170111824041207,3.1799962249947367,No,Sat,Dinner,3
27.74719115121514,2.5706240297968335,Yes,Sat,Dinner,2
25.654942733732458,4.386150118597251,Yes,Sat,Dinner,2
13.485669243218998,2.1429606272605928,No,Sat,Dinner,2
9.688225219380675,1.1882792239890703,No,Sat,Dinner,2
17.128013425131446,3.082065912958826,Yes,Sat,Dinner,2
24.764598142755556,3.6327015904760986,No,Thur,Lunch,4
23.3067337343285,2.5816923039552417,No,Thur,Lunch,2
16.867056622579273,2.9096356542196116,No,Thur,Lunch,2
18.391635631480515,2.851782011527318,Yes,Thur,Lunch,2
16.72290766454476,3.1996240470246624,No,Thur,Lunch,2
10.48835486301702,1.6825226411021523,No,Thur,Lunch,1
34.29093049690822,3.9448436926198567,Yes,Thur,Lunch,2
15.484779830525754,2.2050016171547,No,Thur,Lunch,2
36.074483479158815,3.459064556258239,No,Thur,Lunch,4
13.70885921627639,1.8587219956518684,No,Thur,Lunch,2
19.6838028984934,3.864835477416179,No,Thur,Lunch,2
25.06552822871675,5.3260606939310815,No,Thur,Lunch,2
19.39706750953114,2.875969838085896,No,Thur,Lunch,2
31.591622322738313,2.0393348954314514,Yes,Fri,Dinner,2
21.348910931398315,3.118448371240026,No,Fri,Dinner,2
5.857229001255877,0.9181381699041633,Yes,Fri,Dinner,2
16.635740320926562,4.65423320268948,Yes,Fri,Dinner,2
24.68296255178123,3.037322245329242,No,Fri,Dinner,2
37.677228807994716,3.3898965306377056,Yes,Fri,Dinner,4
26.426671096622485,3.6951652989916832,Yes,Fri,Dinner,2
12.670917912147166,1.364913023155119,Yes,Fri,Dinner,2
21.664679838076484,2.3160243229566895,Yes,Fri,Dinner,2
11.50738513624832,1.5287274512338274,No,Fri,Dinner,2
11.032252177843644,2.620625762500744,Yes,Fri,Dinner,2
14.133020211753601,3.0709298985131053,Yes,Fri,Dinner,2
46.58238309707047,1.7164955562107065,Yes,Sat,Dinner,3
22.251124400993916,2.677696603366564,Yes,Sat,Dinner,2
21.970668057009945,3.256724441262421,No,Sat,Dinner,2
15.4065217684752,1.690713931207128,Yes,Sat,Dinner,2
18.75720414640425,3.772692027490584,Yes,Sat,Dinner,2
24.419258573551353,3.799876714601531,Yes,Sat,Dinner,2
17.739480436562634,3.773099398020664,No,Sat,Dinner,2
14.403996998626432,4.188003537756094,Yes,Sat,Dinner,2
13.612841974790648,3.26996282236129,No,Sat,Dinner,2
7.485347885078337,1.0935657257122944,No,Sat,Dinner,1
35.120309717830025,2.795888147802534,No,Sun,Dinner,3
22.378085708977768,2.2386980151936333,No,Sun,Dinner,2
26.25577726948217,3.664921665747496,No,Sun,Dinner,3
18.460563159532818,3.7800097530261145,No,Sun,Dinner,2
26.96735842438998,4.606780564412074,No,Sun,Dinner,4
10.149000935223752,1.4598076938917681,No,Thur,Lunch,2
13.47602978971985,1.8277523502738071,No,Thur,Lunch,2
22.431314755206625,2.32988385977694,No,Thur,Lunch,4
12.018697669783243,2.239172160612892,No,Thur,Lunch,2
12.698995703324925,1.5222797529333874,No,Thur,Lunch,2
13.090486099976898,2.329262145709712,No,Thur,Lunch,2
16.49295388581901,2.155303493196773,No,Thur,Lunch,2
12.822934754665962,2.632229039103703,No,Thur,Lunch,2
32.48518478727802,2.84508325443871,No,Thur,Lunch,6
8.998090063448,1.6211194591022144,No,Thur,Lunch,2
14.554805273724668,2.0562604687301493,No,Thur,Lunch,2
10.84727209986939,2.035020483443108,No,Thur,Lunch,2
21.95421197340923,1.9764222848089126,No,Thur,Lunch,3
17.268780436241055,1.6075802501904664,No,Thur,Lunch,2
20.599270501551352,2.444612402587807,No,Thur,Lunch,2
10.385129069630084,1.5085602242760734,No,Thur,Lunch,2
11.516866384048406,2.0880648962406103,No,Thur,Lunch,2
19.65396272558939,3.4074100429417147,No,Thur,Lunch,2
8.581910666517535,1.2858130358644662,No,Thur,Lunch,2
10.913296955398655,2.0438133467450044,No,Thur,Lunch,2
13.18148443966724,2.027213547396014,No,Thur,Lunch,2
15.221381234598102,2.0204259957503203,Yes,Thur,Lunch,2
14.138142448346372,2.8267101279720013,No,Thur,Lunch,2
15.73463413407137,3.3884680222747616,No,Thur,Lunch,2
33.52811706091674,5.17245570981287,No,Thur,Lunch,6
40.31331066977988,3.3829373636217577,No,Thur,Lunch,5
28.950492273786235,4.149750080700224,No,Thur,Lunch,6
15.131988196665649,2.132321280788275,No,Thur,Lunch,2
7.8135693823916785,1.413937651361622,No,Thur,Lunch,2
16.837011439495594,1.394661474638783,No,Thur,Lunch,3
11.151466605007831,1.6755593975800414,No,Thur,Lunch,2
10.574461595572998,1.6898198372962645,No,Thur,Lunch,2
7.861922414130619,1.8823722401567837,No,Thur,Lunch,2
13.846784414822036,2.4900014332134406,No,Sun,Dinner,2
12.809355657986941,1.9959473142660267,No,Sun,Dinner,2
18.117135472078072,2.6147429860053295,No,Sun,Dinner,3
23.161766362342014,1.799521568064935,No,Sun,Dinner,4
20.34911701898967,1.8586289529988476,No,Sun,Dinner,4
28.103029584895996,4.556221161487696,No,Sun,Dinner,5
47.419794398185644,3.661603639355589,No,Sun,Dinner,6
27.271160419113116,2.9113053022185285,No,Sun,Dinner,4
14.585137558727299,2.4695411574720167,No,Sun,Dinner,2
15.814017838165208,2.1790320535842262,No,Sun,Dinner,4
19.606270161081355,3.227587319909898,No,Sun,Dinner,4
13.542507977732232,2.6870927050098015,No,Sun,Dinner,2
17.701136700704875,2.119321505503839,No,Sun,Dinner,3
13.787327170210537,1.8025175225091163,No,Sun,Dinner,2
16.27521990828133,3.0823563533044647,Yes,Sun,Dinner,2
25.54241284422947,3.022000879384443,No,Sun,Dinner,3
20.09620006038237,1.909742394461444,No,Sun,Dinner,2
34.22076971952833,3.2766589560069748,No,Sun,Dinner,4
11.498607389096176,1.6921529646987103,Yes,Sat,Dinner,2
10.506025004179826,2.1552352899292146,Yes,Sat,Dinner,2
55.04038689180852,7.599477008243378,Yes,Sat,Dinner,3
14.52276929486943,3.133567980216414,Yes,Sat,Dinner,2
7.36314885161236,5.101592718128031,Yes,Sun,Dinner,2
32.467057512407806,2.464000655531106,Yes,Sun,Dinner,2
15.84640884996778,3.6092014269172905,Yes,Sun,Dinner,2
34.897563830203445,2.4075430336344237,Yes,Sun,Dinner,2
19.255066540608137,1.8932281635416783,Yes,Sun,Dinner,2
14.690755860831285,1.934308271471286,Yes,Sun,Dinner,2
9.243935601793174,4.146915956807477,Yes,Sun,Dinner,2
34.38527214876143,2.608428052294671,Yes,Sun,Dinner,2
35.54395773860031,2.6981824001893315,Yes,Sun,Dinner,4
25.056157705531724,4.619652013215186,Yes,Sun,Dinner,2
48.4712467087146,2.6145210593571186,Yes,Sun,Dinner,3
25.127327811800054,5.46642919534523,Yes,Sun,Dinner,4
36.54096127070086,2.1254558181804795,Yes,Sun,Dinner,2
22.688246705744,4.4720968408676995,No,Sun,Dinner,5
22.617654089854934,2.8773352903592686,Yes,Sun,Dinner,3
33.06546957285268,1.5119562246896758,Yes,Sun,Dinner,5
19.038202680371658,3.4434523965507386,Yes,Sun,Dinner,3
22.36931858381808,3.4988945674002045,Yes,Sun,Dinner,3
14.91049496244402,1.632243695010132,Yes,Sun,Dinner,2
20.328544910500955,3.556268321047556,Yes,Thur,Lunch,2
28.988877973369732,2.1028844809718104,Yes,Thur,Lunch,2
15.945693763967267,2.0958872550468897,Yes,Thur,Lunch,2
15.280368431633137,3.8365904212235007,Yes,Thur,Lunch,2
7.0987019187111855,1.543020599803325,No,Thur,Lunch,2
10.181912045874553,1.957116044774397,Yes,Thur,Lunch,2
42.88495030461325,3.9721955933717923,Yes,Thur,Lunch,4
12.80012434544186,1.9121347923318293,Yes,Thur,Lunch,2
14.177830184831246,2.0587914904299427,Yes,Thur,Lunch,2
17.64074194628454,4.307096536015288,Yes,Thur,Lunch,3
13.600566857401452,2.1818529219341114,Yes,Thur,Lunch,2
12.441943323570074,2.019172573128792,Yes,Thur,Lunch,2
16.125385786348236,2.445806513349397,Yes,Thur,Lunch,2
20.723777323721432,3.1517542898652318,Yes,Thur,Lunch,4
15.690245470268051,2.9806151673798933,Yes,Thur,Lunch,3
27.972525826183062,2.8701432821385744,Yes,Sat,Dinner,3
40.770776970422816,2.2802608232040735,Yes,Sat,Dinner,4
24.87696346922174,1.7999596476548845,Yes,Sat,Dinner,2
12.924214095313216,2.17835681714098,Yes,Sat,Dinner,2
32.39135206691037,1.3653036446491968,Yes,Sat,Dinner,3
27.187191033138777,4.5336186642831375,Yes,Sat,Dinner,4
53.09137117097437,7.052097214532973,No,Sat,Dinner,4
13.584063107239869,2.7235892990848867,Yes,Sat,Dinner,2
26.861810879841883,6.020429385219321,Yes,Sat,Dinner,3
11.897027260079721,1.1523221519324012,Yes,Sat,Dinner,2
30.41489511720721,2.08899185333398,Yes,Sat,Dinner,5
12.49027725924653,1.5837509608522577,Yes,Sat,Dinner,2
8.326413431515512,1.3928049671325402,Yes,Sat,Dinner,2
30.490874525557583,2.148693409191237,Yes,Sat,Dinner,4
11.381805124991832,2.388997119335545,Yes,Fri,Lunch,2
14.228839719767208,3.5818380306827033,Yes,Fri,Lunch,2
8.635113552604198,1.824239041978521,Yes,Fri,Lunch,1
15.276981643184484,2.8968500248085127,No,Fri,Lunch,3
13.257852788795656,1.6955472839755892,Yes,Fri,Lunch,2
16.94585629984565,2.5331908113061816,Yes,Fri,Lunch,2
10.446230176327587,2.058232596003776,Yes,Fri,Lunch,2
21.09466386325247,2.720338067911198,No,Sat,Dinner,4
13.57186916859804,2.7970668284374063,No,Sat,Dinner,2
